bioguide,chamber,name,party,rank,thomas,thomas_id,title
T000464,,Jon Tester,minority,4,01829,SSAP14,
B001230,,Tammy Baldwin,minority,5,01558,SSAP14,
S000320,,Richard C. Shelby,majority,1,01049,SSAP16,Chairman
A000360,,Lamar Alexander,majority,2,01695,SSAP16,
M001153,,Lisa Murkowski,majority,3,01694,SSAP16,
C001035,,Susan M. Collins,majority,4,01541,SSAP16,
G000359,,Lindsey Graham,majority,5,00452,SSAP16,
B001236,,John Boozman,majority,7,01687,SSAP16,
C001047,,Shelley Moore Capito,majority,8,01676,SSAP16,
L000575,,James Lankford,majority,9,02050,SSAP16,
C000567,,Thad Cochran,majority,10,00213,SSAP16,Ex Officio
L000174,,Patrick J. Leahy,minority,2,01383,SSAP16,
F000062,,Dianne Feinstein,minority,3,01332,SSAP16,
R000122,,Jack Reed,minority,4,00949,SSAP16,
S001181,,Jeanne Shaheen,minority,5,01901,SSAP16,
C001088,,Christopher A. Coons,minority,6,01984,SSAP16,
B001230,,Tammy Baldwin,minority,7,01558,SSAP16,
M001169,,Christopher Murphy,minority,8,01837,SSAP16,
M001153,,Lisa Murkowski,majority,1,01694,SSAP17,Chairman
A000360,,Lamar Alexander,majority,2,01695,SSAP17,
C000567,,Thad Cochran,majority,3,00213,SSAP17,
B000575,,Roy Blunt,majority,4,01464,SSAP17,
H001061,,John Hoeven,majority,5,02079,SSAP17,
M000355,,Mitch McConnell,majority,6,01395,SSAP17,
D000618,,Steve Daines,majority,7,02138,SSAP17,
C001075,,Bill Cassidy,majority,8,01925,SSAP17,
U000039,,Tom Udall,minority,1,01567,SSAP17,Ranking Member
F000062,,Dianne Feinstein,minority,2,01332,SSAP17,
L000174,,Patrick J. Leahy,minority,3,01383,SSAP17,
R000122,,Jack Reed,minority,4,00949,SSAP17,
T000464,,Jon Tester,minority,5,01829,SSAP17,
M001176,,Jeff Merkley,minority,6,01900,SSAP17,
B000575,,Roy Blunt,majority,1,01464,SSAP18,Chairman
M000934,,Jerry Moran,majority,2,01507,SSAP18,
S000320,,Richard C. Shelby,majority,3,01049,SSAP18,
C000567,,Thad Cochran,majority,4,00213,SSAP18,
A000360,,Lamar Alexander,majority,5,01695,SSAP18,
G000359,,Lindsey Graham,majority,6,00452,SSAP18,
C001075,,Bill Cassidy,majority,8,01925,SSAP18,
C001047,,Shelley Moore Capito,majority,9,01676,SSAP18,
L000575,,James Lankford,majority,10,02050,SSAP18,
M001111,,Patty Murray,minority,1,01409,SSAP18,Ranking Member
D000563,,Richard J. Durbin,minority,2,00326,SSAP18,
R000122,,Jack Reed,minority,3,00949,SSAP18,
S001181,,Jeanne Shaheen,minority,5,01901,SSAP18,
M001176,,Jeff Merkley,minority,6,01900,SSAP18,
S001194,,Brian Schatz,minority,7,02173,SSAP18,
B001230,,Tammy Baldwin,minority,8,01558,SSAP18,
M000355,,Mitch McConnell,majority,2,01395,SSAP19,
M001153,,Lisa Murkowski,majority,3,01694,SSAP19,
H001061,,John Hoeven,majority,4,02079,SSAP19,
C001035,,Susan M. Collins,majority,5,01541,SSAP19,
B001236,,John Boozman,majority,6,01687,SSAP19,
C001047,,Shelley Moore Capito,majority,7,01676,SSAP19,
C001075,,Bill Cassidy,majority,8,01925,SSAP19,
C000567,,Thad Cochran,majority,9,00213,SSAP19,Ex Officio
T000464,,Jon Tester,minority,1,01829,SSAP19,Ranking Member
M001111,,Patty Murray,minority,2,01409,SSAP19,
R000122,,Jack Reed,minority,3,00949,SSAP19,
U000039,,Tom Udall,minority,4,01567,SSAP19,
S001194,,Brian Schatz,minority,5,02173,SSAP19,
B001230,,Tammy Baldwin,minority,6,01558,SSAP19,
M001169,,Christopher Murphy,minority,7,01837,SSAP19,
G000359,,Lindsey Graham,majority,1,00452,SSAP20,Chairman
M000355,,Mitch McConnell,majority,2,01395,SSAP20,
B000575,,Roy Blunt,majority,4,01464,SSAP20,
B001236,,John Boozman,majority,5,01687,SSAP20,
M000934,,Jerry Moran,majority,6,01507,SSAP20,
L000575,,James Lankford,majority,7,02050,SSAP20,
D000618,,Steve Daines,majority,8,02138,SSAP20,
C000567,,Thad Cochran,majority,9,00213,SSAP20,Ex Officio
L000174,,Patrick J. Leahy,minority,1,01383,SSAP20,Ranking Member
D000563,,Richard J. Durbin,minority,3,00326,SSAP20,
S001181,,Jeanne Shaheen,minority,4,01901,SSAP20,
C001088,,Christopher A. Coons,minority,5,01984,SSAP20,
M001176,,Jeff Merkley,minority,6,01900,SSAP20,
M001169,,Christopher Murphy,minority,7,01837,SSAP20,
A000360,,Lamar Alexander,majority,1,01695,SSAP22,Chairman
C000567,,Thad Cochran,majority,2,00213,SSAP22,
M000355,,Mitch McConnell,majority,3,01395,SSAP22,
S000320,,Richard C. Shelby,majority,4,01049,SSAP22,
C001035,,Susan M. Collins,majority,5,01541,SSAP22,
M001153,,Lisa Murkowski,majority,6,01694,SSAP22,
G000359,,Lindsey Graham,majority,7,00452,SSAP22,
H001061,,John Hoeven,majority,8,02079,SSAP22,
L000575,,James Lankford,majority,9,02050,SSAP22,
F000062,,Dianne Feinstein,minority,1,01332,SSAP22,Ranking Member
M001111,,Patty Murray,minority,2,01409,SSAP22,
T000464,,Jon Tester,minority,3,01829,SSAP22,
D000563,,Richard J. Durbin,minority,4,00326,SSAP22,
U000039,,Tom Udall,minority,5,01567,SSAP22,
S001181,,Jeanne Shaheen,minority,6,01901,SSAP22,
M001176,,Jeff Merkley,minority,7,01900,SSAP22,
C001088,,Christopher A. Coons,minority,8,01984,SSAP22,
B001236,,John Boozman,majority,1,01687,SSAP23,Chairman
M000934,,Jerry Moran,majority,2,01507,SSAP23,
L000575,,James Lankford,majority,3,02050,SSAP23,
C000567,,Thad Cochran,majority,4,00213,SSAP23,Ex Officio
C001088,,Christopher A. Coons,minority,1,01984,SSAP23,Ranking Member
D000563,,Richard J. Durbin,minority,2,00326,SSAP23,
C001035,,Susan M. Collins,majority,1,01541,SSAP24,Chairman
S000320,,Richard C. Shelby,majority,2,01049,SSAP24,
A000360,,Lamar Alexander,majority,3,01695,SSAP24,
B000575,,Roy Blunt,majority,5,01464,SSAP24,
B001236,,John Boozman,majority,6,01687,SSAP24,
C001047,,Shelley Moore Capito,majority,7,01676,SSAP24,
C001075,,Bill Cassidy,majority,8,01925,SSAP24,
D000618,,Steve Daines,majority,9,02138,SSAP24,
C000567,,Thad Cochran,majority,10,00213,SSAP24,Ex Officio
R000122,,Jack Reed,minority,1,00949,SSAP24,Ranking Member
M001111,,Patty Murray,minority,3,01409,SSAP24,
D000563,,Richard J. Durbin,minority,4,00326,SSAP24,
F000062,,Dianne Feinstein,minority,5,01332,SSAP24,
C001088,,Christopher A. Coons,minority,6,01984,SSAP24,
S001194,,Brian Schatz,minority,7,02173,SSAP24,
M001169,,Christopher Murphy,minority,8,01837,SSAP24,
M000303,,John McCain,majority,1,00754,SSAS,Chairman
I000024,,James M. Inhofe,majority,2,00583,SSAS,
S001141,,Jeff Sessions,majority,3,01548,SSAS,
W000437,,Roger F. Wicker,majority,4,01226,SSAS,
F000463,,Deb Fischer,majority,6,02179,SSAS,
C001095,,Tom Cotton,majority,7,02098,SSAS,
R000605,,Mike Rounds,majority,8,02288,SSAS,
E000295,,Joni Ernst,majority,9,02283,SSAS,
T000476,,Thom Tillis,majority,10,02291,SSAS,
S001198,,Daniel Sullivan,majority,11,02290,SSAS,
L000577,,Mike Lee,majority,12,02080,SSAS,
G000359,,Lindsey Graham,majority,13,00452,SSAS,
C001098,,Ted Cruz,majority,14,02175,SSAS,
R000122,,Jack Reed,minority,1,00949,SSAS,Ranking Member
N000032,,Bill Nelson,minority,2,00859,SSAS,
M001170,,Claire McCaskill,minority,3,01820,SSAS,
M001183,,"Joe Manchin, III",minority,4,01983,SSAS,
S001181,,Jeanne Shaheen,minority,5,01901,SSAS,
G000555,,Kirsten E. Gillibrand,minority,6,01866,SSAS,
